,names,link,research_field,subfaculty,faculty,link_CU,research_interest
629,Azadeh Pourmalek,https://scholar.google.co.uk/citations?hl=en&user=3tI1otkAAAAJ,"Carbon Capture and Storage, Reservoir Simulation, Petroleum Geoscience",Faculty Research Centre in Fluid and Complex Systems,"Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/azadeh-pourmalek,"PhD Project: The efficient capture and safe geological storage of CO2 is one of the significant measures that can be considered to sequester CO2 emissions, as the main greenhouse gas, from the atmosphere to mitigate the adverse effects of anthropogenic global warming. Carbon capture and storage (CCS) is a three-step technology which refers to carbon capture at the source of combustion or chemical reaction, its transportation, and subsequent long term storage in geological formations such as depleted oil and gas reservoirs and deep saline aquifers. Various trapping mechanisms are involved in the CO2 storage process (i.e. structural and stratigraphical, residual, dissolution and mineral trapping mechanism). These possible geological formations are distributed in different sedimentary basins around the world are deposited in a variety of depositional environment. The CO2 storage potential and its movement within an identified reservoirs depend on its depositional environment. My Phd project investigates structural trapping mechanisms and a various depositional environment in CO2 storage capacity and security.  "
630,Pernille Luxhøj Woods,https://scholar.google.co.uk/citations?hl=en&user=AUjO9z4AAAAJ,,,,,
631,Gianluca Padula,https://scholar.google.co.uk/citations?hl=en&user=QT3NUNsAAAAJ,"Aerospace, Automotive, CFD",,,,
632,Tubolayefa Warekuromor,https://scholar.google.co.uk/citations?hl=en&user=8JK1AksAAAAJ,"Spatial data infrastructure, Information systems, Environmental management",,,,
633,Sofya Danilova,https://scholar.google.co.uk/citations?hl=en&user=GXB0ZfMAAAAJ,Materials Engineering,,,https://pureportal.coventry.ac.uk/en/persons/sofya-danilova,None: None
634,Evronia Azer,https://scholar.google.co.uk/citations?hl=en&user=CclJUYoAAAAJ,"ICT4D, Collective Action",Faculty Research Centre for Business in Society,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/evronia-azer,"Biography: Evronia has a diversified portfolio of working in private and third sector technological organisations, as well as teaching and research in Higher Education in the UK (UCL, and Royal Holloway University of London). 
With a background in software engineering, she is broadly interested in how technology can provide innovative and creative solutions for societies’ problems; ICT4D, particularly in contexts where technology can have a paradoxical oppressive role. She is specifically interested in ICTs in collective action, and data privacy and surveillance.
Evronia is currently part of the Data, Organisations and Society research cluster in the Centre for Business in Society (CBiS). She is also the Deputy Ethics Lead for the Faculty of Business and Law, with responsibility for CBiS."
635,Uche Onyekpe,https://scholar.google.co.uk/citations?hl=en&user=MXdEsZgAAAAJ,"Autonomous Systems, Deep Learning, Intelligent Systems, Artificial Intelligence, Internet of Things",,,,
636,Jamie Walters,https://scholar.google.co.uk/citations?hl=en&user=gpBnLEcAAAAJ,health and medicine,,,,
637,Steve Simplay,https://scholar.google.co.uk/citations?hl=en&user=qK2Pl3EAAAAJ,"Engineering product development, Outsourcing of product development, Offshoring and outsourcing of engineering services, Project",,,,
638,Parveen Kaur Samra,https://scholar.google.co.uk/citations?hl=en&user=RxkMolAAAAAJ,"Learning Technologies, Big Data, Databases",,,,
639,Carla Sarrouy Kay,https://scholar.google.co.uk/citations?hl=en&user=FTFBL-kAAAAJ,"Agroecology, Climate Change, Gender",,,,
640,Micheal A. William,https://scholar.google.co.uk/citations?hl=en&user=j89RaUMAAAAJ,"HVAC, Energy Efficient Buildings, Building Simulations, HVAC&R Systems",,,,
641,sean Lowton-Smith,https://scholar.google.co.uk/citations?hl=en&user=c9vVp5gAAAAJ,"Sport, Exercise and Physiotherapy",,,,
642,patricia ashman,https://scholar.google.co.uk/citations?hl=en&user=a76P_QQAAAAJ,"ethics of autonomous vehicles, china student market, digital technologies",,,,
643,Kelly A Bogue,https://scholar.google.co.uk/citations?hl=en&user=qC1TCyEAAAAJ,"Protest, Social Housing, Welfare Reform",,,,
644,Monica Ingber,https://scholar.google.co.uk/citations?hl=en&user=gkWr53wAAAAJ,"International Law, International Criminal Law, Continental Political Theory",School of Law,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/monica-ingber,None: None
645,Maria Correia,https://scholar.google.co.uk/citations?hl=en&user=6eh7c5IAAAAJ,"Sustainable Tourism, Sustainability Marketing",School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/maria-correia,"Master's Project: Sustainability awareness has become increasingly important to society and a matter of interest by scholars and professionals. Stakeholders have also been demanding sustainable organisational strategies, products and services. Therefore, the role that sustainability plays in organisations and how they are incorporating sustainability into their strategies assumes vital importance. Since marketing plays an important role in how companies communicate with their customers and stakeholders, it could be argued that sustainability marketing must receive a special focus on executives. Above all, if not properly marketed, companies that have been integrating sustainability into their strategies may not be considered as sustainable organisations and therefore, may lose market value.
This study aims to assess the actual situation in terms of sustainability awareness of the marketers and sustainability professionals. Through mixed-method research, it investigates the drivers and barriers to sustainability marketing strategies and the marketing mix being implemented on those strategies. Questionnaires and interviews were conducted with top-executives on marketing and sustainability, and a quantitative analysis complemented by a qualitative one was employed.
The research’s findings indicate that brand reputation and customer satisfaction seems to be the main drivers for pursuing a sustainability marketing strategy. Likewise, stakeholder's commitment was indicated as an important driver. Main barriers encompass the pressure for short-term profits and the difficulty to measure sustainability results. Moreover, a comprehensive sustainability marketing mix focused mainly on Promotion, Product and Place are being implemented by marketers.
Findings from this research have implications for the marketing practitioners and academics, on the drivers and barriers to sustainability marketing mix implementation."
646,Antariksh Akhave,https://scholar.google.co.uk/citations?hl=en&user=X6Lv9V8AAAAJ,,,,,
647,Gary Betts,https://scholar.google.co.uk/citations?hl=en&user=l61OyrsAAAAJ,"Sentencing policy and practice, Criminal Law, Corporate Crime",School of Law,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/gary-betts,"Research Interests: Sentencing theory, policy and practice
; Criminal Law, particularly theft and kindred offences"
648,Sara Reed,https://scholar.google.co.uk/citations?hl=en&user=ticBdnEAAAAJ,"Somatics, Dance, Physical Literacy, Feldenkrais, Radical/Pedagogy",School of Media and Performing Arts,Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/sara-reed,"Research Interests: Dance, pedagogy, Scaravelli Yoga, embodied (somatic) practices, health and well-being, The Feldenkrais Method,  dancers’ education/training, mindfulness and spirituality"
649,Paula Simeon,https://scholar.google.co.uk/citations?hl=en&user=Arit_8cAAAAJ,"Entrepreneurship and Innovation, Economics and Finance, Mergers and Acquisitions, Audit and Assurance, Management and Leadership",,,,
650,Nathan Kerrigan,https://scholar.google.co.uk/citations?hl=en&user=oEJ3fycAAAAJ,"Sociology/Criminology/Ethnography (Identity, Community, Exclusion & Prejudice)",,,,
651,Robert James Sutton,https://scholar.google.co.uk/citations?hl=en&user=fVYCrtEAAAAJ,"Modernism, Public Art, Democracy, Social History, Education",,,,
652,Dr Ikechukwu Celestine Maduka,https://scholar.google.co.uk/citations?hl=en&user=zDt5OA8AAAAJ,"Health Informatics, Business Computing, Project Management",,,,
653,Duncan Grant,https://scholar.google.co.uk/citations?hl=en&user=rL7zWTgAAAAJ,"Business management, financial management, research methods",,,,
654,Offiong Etim,https://scholar.google.co.uk/citations?hl=en&user=IdtyYYkAAAAJ,Structural Performance of Materials,,,,
655,Felix Batsch,https://scholar.google.co.uk/citations?hl=en&user=w9BVkUsAAAAJ,"Autonomous Vehicles, Machine Learning, Automated Driving",,,https://pureportal.coventry.ac.uk/en/persons/felix-batsch,"Research Interests: Felix' research focuses on developing a new methodology to test autonomous vehicles using comprehensive vehicle simulation in conjunction with supervised machine learning. He is developing a framework, that identifies safety critical corner case scenarios, which reveal flaws in the design and behaviour of novel autonomous vehicles.
He has further interest in the area of model predictive control for behaviour generation and path planning of autonomous vehicles."
656,Neshat Safari,https://scholar.google.co.uk/citations?hl=en&user=pwszq5cAAAAJ,"Corporate law, Corporate governance, Corporate social responsibility, Securities regulations",School of Law,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/neshat-safari,Education/Academic qualification: None
657,Chanaka Ganepola,https://scholar.google.co.uk/citations?hl=en&user=WfaaOs8AAAAJ,Finance,"School of Economics, Finance and Accounting",Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/chanaka-ganepola,None: None
658,Jonathan Janssens,https://scholar.google.co.uk/citations?hl=en&user=IzBBbMsAAAAJ,"web development, html extraction, usability",,,,
659,Louis Warner,https://scholar.google.co.uk/citations?hl=en&user=0-cl-_sAAAAJ,"Terrorism, Counter- terrorism, security, social psychology",,,,
660,Dianabasi Nkantah,https://scholar.google.co.uk/citations?hl=en&user=_f88lGcAAAAJ,"Natural Language Processing, Artificial Intelligence Technologies, Information Systems",,,,
661,Katie Hartless Rose,https://scholar.google.co.uk/citations?hl=en&user=gMlMTnYAAAAJ,"Agroecology, farming, climate change",,,,
662,Chijioke Eke,https://scholar.google.co.uk/citations?hl=en&user=s0_sptoAAAAJ,"hydrodynamic modelling, numerical modelling, oil spill modelling, ocean wave modelling, sediment transport modelling",,,,
663,Philip Bell,https://scholar.google.co.uk/citations?hl=en&user=OxuGRAoAAAAJ,"Machine Learning, Data Mining, Big Data, Natural Language, Text Sentiment Analyse",,,,
664,Daniel Joseph Bamford,https://scholar.google.co.uk/citations?hl=en&user=TrPRIy8AAAAJ,Early Modern Diplomatic History,,,,
665,Beverley Beynon-Cobb,https://scholar.google.co.uk/citations?hl=en&user=kHThS7YAAAAJ,"Hypertension, Chronic Kidney Disease, Nutrition",,,,
666,Steve Goult,https://scholar.google.co.uk/citations?hl=en&user=Js2KDqEAAAAJ,management and leadership,,,,
667,Selin Kocoglu,https://scholar.google.co.uk/citations?hl=en&user=MCPhZbgAAAAJ,,,,,
668,anthony Karomba,https://scholar.google.co.uk/citations?hl=en&user=3xRphPoAAAAJ,Oil and gas,,,,
669,Tony Meacham,https://scholar.google.co.uk/citations?hl=en&user=B_zE_wMAAAAJ,"Law, constitutional law, secularism",School of Law,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/tony-meacham,External positions: None
670,Anees Abu-Monshar,https://scholar.google.co.uk/citations?hl=en&user=ARwdxvMAAAAJ,"Operational Research, Simulation, Agent-Based Modelling, Logistics, Transportation",,,,
671,Micia de Wet,https://scholar.google.co.uk/citations?hl=en&user=VXxEBNsAAAAJ,"somatic practice, intuition, live performance",,,,
672,Can Wang PHD,https://scholar.google.co.uk/citations?hl=en&user=r94EiOMAAAAJ,information，geoscience,,,,
673,Rachael Molitor,https://scholar.google.co.uk/citations?hl=en&user=DkXQkOAAAAAJ,"Health, Psychology, Eating Behaviours, Childhood Obesity",,,,
674,Ishak Berrebbah,https://scholar.google.co.uk/citations?hl=en&user=1xhqZJ8AAAAJ,"Arab Literature in English, Postcolonialism, Diaspora Studies.",,,,
675,Kiev Ariza,https://scholar.google.co.uk/citations?hl=en&user=owkkXdgAAAAJ,"For-Profit Higher Education, Brexit, Smart Cities",School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/kiev-ariza,Education/Academic qualification: None
676,Waleed Tayyab Buttar,https://scholar.google.co.uk/citations?hl=en&user=TL-pEBQAAAAJ,"International Business and Entrepreneurship, Innovation, Strategy, IT, Blockchain",,,,
677,Alex Hastie,https://scholar.google.co.uk/citations?hl=en&user=m1CqJQ0AAAAJ,"Geography, Postcolonial Theory, Cinema, Popular Culture","School of Energy, Construction and Environment","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/alex-hastie,None: None
678,Jennifer Dudley,https://scholar.google.co.uk/citations?hl=en&user=UfflreEAAAAJ,"Sculpture, Art History, Curating",School of Art and Design,Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/jennifer-dudley,"PhD Project: Mutability, Materiality and Meaning in Abstract Sculpture Made by Women
Through this research project I am surveying sculptural artworks produced by women in Britain between 1977 and 1990. With a particular focus on unusual sculptural materials, the processes of making and ephemeral artworks, I'll be exploring whether or not there exists a gendered aesthetic of making. I'll be further exploring any institutionalised gender-bias within the British art world and there will be a focus on group exhibitions of women's sculptural practice in Britain in this period."
